Video Name,Channel Name,Comment Id,Name,Comment,Date,Likes
"@Gaur Gopal Das  On Deep Life Lessons, Relationships &amp; Stories from Monk Life | The Ranveer Show 38",BeerBiceps,UgxXHZD2OsUNzh334TJ4AaABAg,Ashmita Poddar,You really are the best youtuber for me hands down !!,2020-03-17T02:01:14Z,1
"@Gaur Gopal Das  On Deep Life Lessons, Relationships &amp; Stories from Monk Life | The Ranveer Show 38",BeerBiceps,UgzfO32HAhUYEmDo1pZ4AaABAg,vv n,Humility part was spot on.,2020-03-16T14:21:01Z,2
"@Gaur Gopal Das  On Deep Life Lessons, Relationships &amp; Stories from Monk Life | The Ranveer Show 38",BeerBiceps,Ugx0SRU3sXh4iGw5JXp4AaABAg,Hitesh Bathija,Wow! What a podcast! Great questions and Gaur Gopal Das Ji answered all of them with great genuinity. Good job Ranveer...,2020-04-21T20:41:32Z,1
"@Gaur Gopal Das  On Deep Life Lessons, Relationships &amp; Stories from Monk Life | The Ranveer Show 38",BeerBiceps,UgwKU2CxlsL7eVDzaBJ4AaABAg,Meraz Khilji,53:11 except me 😅😅,2020-05-18T20:39:50Z,0
"@Gaur Gopal Das  On Deep Life Lessons, Relationships &amp; Stories from Monk Life | The Ranveer Show 38",BeerBiceps,UgzRLX1Qz_jYi-ZBuid4AaABAg,Varsha saraff,"Great podcast learnt a lot from this. Every podcast of ur kind of take me to a next level. Keep doing this amazing , inspiring job. We r blessed that we have got someone like u to inspire",2020-03-18T10:26:25Z,0
"@Gaur Gopal Das  On Deep Life Lessons, Relationships &amp; Stories from Monk Life | The Ranveer Show 38",BeerBiceps,UgyMSN-8DdlgSjX9ohR4AaABAg,Rohit Bharati,"I learnt so much from this podacast, really it's amazing so much wisdom and knowledge of sprituality and the way of living life...thank yo so much from my bottom of the heart Ranveer Bhai. You are doing such an incredible job by sharing such a powerful podacast with some incredible people... literally I got goosebumps from this one, I'm seeing my two ideal Ranveer and GGD at a same place it's a huge Honor to me❤️❤️❤️❤️",2020-03-14T04:19:56Z,5
"@Gaur Gopal Das  On Deep Life Lessons, Relationships &amp; Stories from Monk Life | The Ranveer Show 38",BeerBiceps,UgxKomKWN1wDlJSsFF94AaABAg,sakshi kalsi,"Omg...this is one of the best interviews. Love the topics covered and the way questions were put up and answered. Favorite part is when he talks about the break up (which is soooo true) 
A great learning session, every teenager must watch 
Thankyou",2020-03-29T21:10:25Z,0
"@Gaur Gopal Das  On Deep Life Lessons, Relationships &amp; Stories from Monk Life | The Ranveer Show 38",BeerBiceps,Ugzv4zyBU6mpACL0VOx4AaABAg,ALLAH LESBO SLU2 _,He's from iskcon . Do visit iskcon temples . Really blissful environment there .,2020-03-13T19:47:36Z,66
"@Gaur Gopal Das  On Deep Life Lessons, Relationships &amp; Stories from Monk Life | The Ranveer Show 38",BeerBiceps,Ugy-BkNwXlRhfILG5px4AaABAg,Rakesh Maheshwari,"I love gaur gopal Das ji🙏🏻🙏🏻🙏🏻 he changed me, my life completely .....when I seek answer to some unwanted problems.... I go to his videos and get all answers.... thanks to you Ranveer bringing him on your channel.... got to know more about him....truly amazing",2020-03-14T08:35:44Z,2
"@Gaur Gopal Das  On Deep Life Lessons, Relationships &amp; Stories from Monk Life | The Ranveer Show 38",BeerBiceps,Ugxlc5ylHh9dSV5cK514AaABAg,THE COREVALUES Hindi,"After listening to every podcast I feel like this is the best podcast ever. Ranveer bro you are raising the level of TRS day by day. 
Please keep doing this never stop 🙏 feeling blessed by listening Gaur Gopal Das Sir",2020-03-14T06:09:50Z,6
"@Gaur Gopal Das  On Deep Life Lessons, Relationships &amp; Stories from Monk Life | The Ranveer Show 38",BeerBiceps,UgyF8C16TFyYSYRZKVd4AaABAg,A Jordan,"Guru GGD Ji is such an amazing and inspiring being on this planet, he is my idol",2020-03-14T10:34:15Z,0
"@Gaur Gopal Das  On Deep Life Lessons, Relationships &amp; Stories from Monk Life | The Ranveer Show 38",BeerBiceps,UgyHgXo-_Kfn5WjXtkZ4AaABAg,Swaminathan S,First time watching this page. Such a great video. So many valuable information to life 🙂 Great video sir. This Prabhuji never amazes me through his wisdom and his words. And this time as well. Hare Krishna 🙏🙏🙏,2020-03-20T06:09:28Z,1
"@Gaur Gopal Das  On Deep Life Lessons, Relationships &amp; Stories from Monk Life | The Ranveer Show 38",BeerBiceps,Ugw9buT5CyRcMJL3HkZ4AaABAg,GAMING AND TECH GEEK [GTG],Last Time I was This Early We Weren't Facing COVID 19 Pandemic,2020-03-13T15:35:30Z,85
"@Gaur Gopal Das  On Deep Life Lessons, Relationships &amp; Stories from Monk Life | The Ranveer Show 38",BeerBiceps,Ugw52cAQbgskRERbvcB4AaABAg,pranabjyoti bhattacharya,One of my favorite podcast..I don't skip a single second...love it❤️,2020-03-15T05:02:51Z,0
"@Gaur Gopal Das  On Deep Life Lessons, Relationships &amp; Stories from Monk Life | The Ranveer Show 38",BeerBiceps,UgwqrJWF8rSIac2M1pF4AaABAg,Yash Sheth,Just amazing min 41:00 the meaning of word spiritual....I was like wowwwwow amazing,2020-03-14T09:50:01Z,0
"@Gaur Gopal Das  On Deep Life Lessons, Relationships &amp; Stories from Monk Life | The Ranveer Show 38",BeerBiceps,Ugy_t3CW1sqM7PpWMc94AaABAg,abhi,The whole spirituality is our Dharm/ religion. Why he tries to distance himself from Religion? The Bhagwa vastra to Bhagawat Gita is all about our sanatan dharma! We should be staying it boldly!,2020-03-17T21:58:30Z,14
"@Gaur Gopal Das  On Deep Life Lessons, Relationships &amp; Stories from Monk Life | The Ranveer Show 38",BeerBiceps,UgxGG4tm2yo0zISA9Qp4AaABAg,Vijay Negi,i love how this channel & Ranveer is growing & transforming and so are we 🦀💕,2020-05-07T19:14:07Z,0
"@Gaur Gopal Das  On Deep Life Lessons, Relationships &amp; Stories from Monk Life | The Ranveer Show 38",BeerBiceps,Ugy7p0gXOclh0dy4h3F4AaABAg,PINAKI BANERJEE,BK Shivani  को भी बुलाओ भाई अब,2020-03-13T15:56:50Z,14
